ticker,name,market,has_features
095570,AJ네트웍스,KOSPI,False
006840,AK홀딩스,KOSPI,False
027410,BGF,KOSPI,False
282330,BGF리테일,KOSPI,False
138930,BNK금융지주,KOSPI,False
001460,BYC,KOSPI,False
001465,BYC우,KOSPI,False
001040,CJ,KOSPI,False
079160,CJ CGV,KOSPI,False
00104K,CJ4우(전환),KOSPI,False
000120,CJ대한통운,KOSPI,False
011150,CJ씨푸드,KOSPI,False
011155,CJ씨푸드1우,KOSPI,False
001045,CJ우,KOSPI,False
097950,CJ제일제당,KOSPI,False
097955,CJ제일제당 우,KOSPI,False
000480,CR홀딩스,KOSPI,False
000590,CS홀딩스,KOSPI,False
012030,DB,KOSPI,False
005830,DB손해보험,KOSPI,False
016610,DB증권,KOSPI,False
000990,DB하이텍,KOSPI,False
000300,DH오토넥스,KOSPI,False
001530,DI동일,KOSPI,False
015590,DKME,KOSPI,False
000210,DL,KOSPI,False
000215,DL우,KOSPI,False
375500,DL이앤씨,KOSPI,False
37550L,DL이앤씨2우(전환),KOSPI,False
37550K,DL이앤씨우,KOSPI,False
007340,DN오토모티브,KOSPI,True
004840,DRB동일,KOSPI,False
155660,DSR,KOSPI,True
069730,DSR제강,KOSPI,False
017860,DS단석,KOSPI,False
092780,DYP,KOSPI,False
017940,E1,KOSPI,False
365550,ESR켄달스퀘어리츠,KOSPI,False
383220,F&F,KOSPI,False
007700,F&F홀딩스,KOSPI,False
114090,GKL,KOSPI,False
078930,GS,KOSPI,False
006360,GS건설,KOSPI,False
001250,GS글로벌,KOSPI,False
007070,GS리테일,KOSPI,False
078935,GS우,KOSPI,False
499790,GS피앤엘,KOSPI,False
012630,HDC,KOSPI,False
039570,HDC랩스,KOSPI,False
089470,HDC현대EP,KOSPI,False
294870,HDC현대산업개발,KOSPI,False
267270,HD건설기계,KOSPI,False
009540,HD한국조선해양,KOSPI,False
267250,HD현대,KOSPI,False
443060,HD현대마린솔루션,KOSPI,False
071970,HD현대마린엔진,KOSPI,False
322000,HD현대에너지솔루션,KOSPI,False
267260,HD현대일렉트릭,KOSPI,False
329180,HD현대중공업,KOSPI,False
097230,HJ중공업,KOSPI,False
014790,HL D&I,KOSPI,False
003580,HLB글로벌,KOSPI,False
204320,HL만도,KOSPI,False
060980,HL홀딩스,KOSPI,False
011200,HMM,KOSPI,False
035000,HS애드,KOSPI,False
002460,HS화성,KOSPI,False
487570,HS효성,KOSPI,True
298050,HS효성첨단소재,KOSPI,False
015360,INVENI,KOSPI,False
175330,JB금융지주,KOSPI,False
234080,JW생명과학,KOSPI,False
001060,JW중외제약,KOSPI,False
001067,JW중외제약2우B,KOSPI,False
001065,JW중외제약우,KOSPI,False
096760,JW홀딩스,KOSPI,False
008970,KBI동양철관,KOSPI,False
105560,KB금융,KOSPI,False
415640,KB발해인프라,KOSPI,False
432320,KB스타리츠,KOSPI,False
002380,KCC,KOSPI,False
344820,KCC글라스,KOSPI,False
009070,KCTC,KOSPI,False
009440,KC그린홀딩스,KOSPI,False
119650,KC코트렐,KOSPI,False
092220,KEC,KOSPI,False
003620,KG모빌리티,KOSPI,False
016380,KG스틸,KOSPI,False
001390,KG케미칼,KOSPI,False
001940,KISCO홀딩스,KOSPI,False
025000,KPX케미칼,KOSPI,False
092230,KPX홀딩스,KOSPI,False
000040,KR모터스,KOSPI,False
044450,KSS해운,KOSPI,False
030200,KT,KOSPI,False
033780,KT&G,KOSPI,False
058850,KTcs,KOSPI,False
058860,KTis,KOSPI,False
093050,LF,KOSPI,False
003550,LG,KOSPI,False
034220,LG디스플레이,KOSPI,False
051900,LG생활건강,KOSPI,False
051905,LG생활건강우,KOSPI,False
064400,LG씨엔에스,KOSPI,False
373220,LG에너지솔루션,KOSPI,False
003555,LG우,KOSPI,False
032640,LG유플러스,KOSPI,False
011070,LG이노텍,KOSPI,False
066570,LG전자,KOSPI,False
066575,LG전자우,KOSPI,False
037560,LG헬로비전,KOSPI,False
051910,LG화학,KOSPI,False
051915,LG화학우,KOSPI,False
079550,LIG넥스원,KOSPI,False
006260,LS,KOSPI,False
010120,LS ELECTRIC,KOSPI,False
000680,LS네트웍스,KOSPI,False
229640,LS에코에너지,KOSPI,False
108320,LX세미콘,KOSPI,False
001120,LX인터내셔널,KOSPI,False
108670,LX하우시스,KOSPI,False
108675,LX하우시스우,KOSPI,False
383800,LX홀딩스,KOSPI,False
38380K,LX홀딩스1우,KOSPI,False
023150,MH에탄올,KOSPI,False
035420,NAVER,KOSPI,False
181710,NHN,KOSPI,False
400760,NH올원리츠,KOSPI,False
005940,NH투자증권,KOSPI,False
005945,NH투자증권우,KOSPI,False
338100,NH프라임리츠,KOSPI,False
034310,NICE,KOSPI,False
030190,NICE평가정보,KOSPI,False
008260,NI스틸,KOSPI,False
004250,NPC,KOSPI,False
004255,NPC우,KOSPI,False
456040,OCI,KOSPI,False
010060,OCI홀딩스,KOSPI,False
178920,PI첨단소재,KOSPI,False
001340,PKC,KOSPI,False
005490,POSCO홀딩스,KOSPI,False
010950,S-Oil,KOSPI,True
010955,S-Oil우,KOSPI,False
034120,SBS,KOSPI,False
003080,SB성보,KOSPI,False
005090,SGC에너지,KOSPI,False
001380,SG글로벌,KOSPI,False
004060,SG세계물산,KOSPI,False
001770,SHD,KOSPI,False
002360,SH에너지화학,KOSPI,False
009160,SIMPAC,KOSPI,False
033530,SJG세종,KOSPI,False
123700,SJM,KOSPI,False
025530,SJM홀딩스,KOSPI,False
034730,SK,KOSPI,False
011790,SKC,KOSPI,False
018670,SK가스,KOSPI,False
001740,SK네트웍스,KOSPI,False
006120,SK디스커버리,KOSPI,False
006125,SK디스커버리우,KOSPI,False
210980,SK디앤디,KOSPI,False
395400,SK리츠,KOSPI,False
302440,SK바이오사이언스,KOSPI,False
326030,SK바이오팜,KOSPI,False
402340,SK스퀘어,KOSPI,False
361610,SK아이이테크놀로지,KOSPI,False
100090,SK오션플랜트,KOSPI,False
03473K,SK우,KOSPI,False
096770,SK이노베이션,KOSPI,False
096775,SK이노베이션우,KOSPI,False
475150,SK이터닉스,KOSPI,False
001510,SK증권,KOSPI,False
001515,SK증권우,KOSPI,False
285130,SK케미칼,KOSPI,False
28513K,SK케미칼우,KOSPI,False
017670,SK텔레콤,KOSPI,True
000660,SK하이닉스,KOSPI,False
003570,SNT다이내믹스,KOSPI,False
064960,SNT모티브,KOSPI,True
100840,SNT에너지,KOSPI,False
036530,SNT홀딩스,KOSPI,False
005610,SPC삼립,KOSPI,False
011810,STX,KOSPI,False
465770,STX그린로지스,KOSPI,False
077970,STX엔진,KOSPI,False
002820,SUN&L,KOSPI,False
084870,TBH글로벌,KOSPI,False
002710,TCC스틸,KOSPI,False
069260,TKG휴켐스,KOSPI,False
007980,TP,KOSPI,False
002900,TYM,KOSPI,False
024070,WISCOM,KOSPI,False
037270,YG PLUS,KOSPI,False
139130,iM금융지주,KOSPI,False
000500,가온전선,KOSPI,False
000860,강남제비스코,KOSPI,False
035250,강원랜드,KOSPI,True
011420,갤럭시아에스엠,KOSPI,False
002100,경농,KOSPI,False
009450,경동나비엔,KOSPI,False
267290,경동도시가스,KOSPI,False
012320,경동인베스트,KOSPI,False
000050,경방,KOSPI,False
214390,경보제약,KOSPI,False
012610,경인양행,KOSPI,False
009140,경인전자,KOSPI,False
013580,계룡건설,KOSPI,False
012200,계양전기,KOSPI,False
012205,계양전기우,KOSPI,False
002140,고려산업,KOSPI,False
010130,고려아연,KOSPI,False
002240,고려제강,KOSPI,True
009290,광동제약,KOSPI,False
017040,광명전기,KOSPI,False
017900,광전자,KOSPI,False
037710,광주신세계,KOSPI,False
030610,교보증권,KOSPI,False
339770,교촌에프앤비,KOSPI,False
007690,국도화학,KOSPI,False
002720,국제약품,KOSPI,False
083420,그린케미칼,KOSPI,False
014530,극동유화,KOSPI,False
014280,금강공업,KOSPI,False
014285,금강공업우,KOSPI,False
008870,금비,KOSPI,False
001570,금양,KOSPI,False
002990,금호건설,KOSPI,False
002995,금호건설우,KOSPI,False
011780,금호석유화학,KOSPI,False
011785,금호석유화학우,KOSPI,False
214330,금호에이치티,KOSPI,False
001210,금호전기,KOSPI,False
073240,금호타이어,KOSPI,False
092440,기신정기,KOSPI,True
000270,기아,KOSPI,False
024110,기업은행,KOSPI,False
013700,까뮤이앤씨,KOSPI,False
004540,깨끗한나라,KOSPI,False
004545,깨끗한나라우,KOSPI,False
001260,남광토건,KOSPI,False
008350,남선알미늄,KOSPI,False
008355,남선알미우,KOSPI,False
004270,남성,KOSPI,False
003920,남양유업,KOSPI,False
003925,남양유업우,KOSPI,False
025860,남해화학,KOSPI,False
005720,넥센,KOSPI,False
005725,넥센우,KOSPI,False
002350,넥센타이어,KOSPI,False
002355,넥센타이어1우B,KOSPI,False
092790,넥스틸,KOSPI,False
251270,넷마블,KOSPI,False
090350,노루페인트,KOSPI,False
090355,노루페인트우,KOSPI,False
000320,노루홀딩스,KOSPI,False
000325,노루홀딩스우,KOSPI,False
006280,녹십자,KOSPI,False
005250,녹십자홀딩스,KOSPI,False
005257,녹십자홀딩스2우,KOSPI,False
004370,농심,KOSPI,False
072710,농심홀딩스,KOSPI,False
058730,다스코,KOSPI,False
030210,다올투자증권,KOSPI,False
023590,다우기술,KOSPI,False
145210,다이나믹디자인,KOSPI,False
483650,달바글로벌,KOSPI,False
019680,대교,KOSPI,False
019685,대교우B,KOSPI,False
006370,대구백화점,KOSPI,False
008060,대덕,KOSPI,False
00806K,대덕1우,KOSPI,False
353200,대덕전자,KOSPI,False
35320K,대덕전자1우,KOSPI,False
000490,대동,KOSPI,False
008110,대동전자,KOSPI,False
005750,대림바스,KOSPI,False
006570,대림통상,KOSPI,False
001680,대상,KOSPI,False
001685,대상우,KOSPI,False
084690,대상홀딩스,KOSPI,False
084695,대상홀딩스우,KOSPI,False
128820,대성산업,KOSPI,False
117580,대성에너지,KOSPI,False
016710,대성홀딩스,KOSPI,False
0030R0,대신밸류리츠,KOSPI,False
003540,대신증권,KOSPI,False
003547,대신증권2우B,KOSPI,False
003545,대신증권우,KOSPI,False
009190,대양금속,KOSPI,False
014160,대영포장,KOSPI,False
047040,대우건설,KOSPI,False
003090,대웅,KOSPI,False
069620,대웅제약,KOSPI,False
000430,대원강업,KOSPI,False
006340,대원전선,KOSPI,False
006345,대원전선우,KOSPI,False
003220,대원제약,KOSPI,True
024890,대원화성,KOSPI,False
002880,대유에이텍,KOSPI,False
012800,대창,KOSPI,False
015230,대창단조,KOSPI,False
001070,대한방직,KOSPI,False
006650,대한유화,KOSPI,False
001440,대한전선,KOSPI,False
084010,대한제강,KOSPI,False
001790,대한제당,KOSPI,False
001795,대한제당우,KOSPI,False
001130,대한제분,KOSPI,False
439260,대한조선,KOSPI,False
003490,대한항공,KOSPI,False
003495,대한항공우,KOSPI,False
005880,대한해운,KOSPI,False
003830,대한화섬,KOSPI,False
016090,대현,KOSPI,False
069460,대호에이엘,KOSPI,False
475560,더본코리아,KOSPI,False
192080,더블유게임즈,KOSPI,False
012510,더존비즈온,KOSPI,False
004830,덕성,KOSPI,False
004835,덕성우,KOSPI,False
145720,덴티움,KOSPI,False
002150,도화엔지니어링,KOSPI,False
460850,동국씨엠,KOSPI,False
460860,동국제강,KOSPI,False
001230,동국홀딩스,KOSPI,False
023450,동남합성,KOSPI,False
004140,동방,KOSPI,False
007590,동방아그로,KOSPI,False
005960,동부건설,KOSPI,False
005965,동부건설우,KOSPI,False
026960,동서,KOSPI,False
002210,동성제약,KOSPI,False
102260,동성케미컬,KOSPI,False
000640,동아쏘시오홀딩스,KOSPI,False
170900,동아에스티,KOSPI,False
028100,동아지질,KOSPI,False
001520,동양,KOSPI,False
001527,동양2우B,KOSPI,False
084670,동양고속,KOSPI,False
082640,동양생명,KOSPI,False
001525,동양우,KOSPI,False
018500,동원금속,KOSPI,False
006040,동원산업,KOSPI,False
030720,동원수산,KOSPI,False
014820,동원시스템즈,KOSPI,False
014825,동원시스템즈우,KOSPI,False
111380,동인기연,KOSPI,False
163560,동일고무벨트,KOSPI,False
004890,동일산업,KOSPI,False
002690,동일제강,KOSPI,False
000020,동화약품,KOSPI,False
000150,두산,KOSPI,False
000157,두산2우B,KOSPI,False
454910,두산로보틱스,KOSPI,False
241560,두산밥캣,KOSPI,True
034020,두산에너빌리티,KOSPI,False
000155,두산우,KOSPI,False
336260,두산퓨얼셀,KOSPI,False
33626K,두산퓨얼셀1우,KOSPI,False
33626L,두산퓨얼셀2우B,KOSPI,False
016740,두올,KOSPI,False
192650,드림텍,KOSPI,False
024090,디씨엠,KOSPI,False
003160,디아이,KOSPI,False
092200,디아이씨,KOSPI,False
377190,디앤디플랫폼리츠,KOSPI,False
013570,디와이,KOSPI,False
024900,디와이덕양,KOSPI,False
210540,디와이파워,KOSPI,False
032350,롯데관광개발,KOSPI,False
089860,롯데렌탈,KOSPI,False
330590,롯데리츠,KOSPI,False
000400,롯데손해보험,KOSPI,False
023530,롯데쇼핑,KOSPI,False
020150,롯데에너지머티리얼즈,KOSPI,False
280360,롯데웰푸드,KOSPI,False
286940,롯데이노베이트,KOSPI,False
004000,롯데정밀화학,KOSPI,False
004990,롯데지주,KOSPI,False
00499K,롯데지주우,KOSPI,False
005300,롯데칠성,KOSPI,False
005305,롯데칠성우,KOSPI,False
011170,롯데케미칼,KOSPI,False
071840,롯데하이마트,KOSPI,False
027740,마니커,KOSPI,False
357430,마스턴프리미어리츠,KOSPI,False
001080,만호제강,KOSPI,False
088980,맥쿼리인프라,KOSPI,True
094800,맵스리얼티,KOSPI,False
138040,메리츠금융지주,KOSPI,False
090370,메타랩스,KOSPI,False
118000,메타케어,KOSPI,False
017180,명문제약,KOSPI,False
009900,명신산업,KOSPI,False
317450,명인제약,KOSPI,False
012690,모나리자,KOSPI,False
005360,모나미,KOSPI,False
070960,모나용평,KOSPI,False
009680,모토닉,KOSPI,False
009580,무림P&P,KOSPI,False
009200,무림페이퍼,KOSPI,False
033920,무학,KOSPI,False
008420,문배철강,KOSPI,False
025560,미래산업,KOSPI,False
007120,미래아이앤지,KOSPI,False
396690,미래에셋글로벌리츠,KOSPI,False
357250,미래에셋맵스리츠,KOSPI,False
085620,미래에셋생명,KOSPI,False
006800,미래에셋증권,KOSPI,False
00680K,미래에셋증권2우B,KOSPI,False
006805,미래에셋증권우,KOSPI,True
081660,미스토홀딩스,KOSPI,True
002840,미원상사,KOSPI,False
268280,미원에스씨,KOSPI,False
107590,미원홀딩스,KOSPI,False
134380,미원화학,KOSPI,False
003650,미창석유,KOSPI,False
377740,바이오노트,KOSPI,False
003610,방림,KOSPI,False
035150,백산,KOSPI,False
002410,범양건영,KOSPI,False
007210,벽산,KOSPI,False
002760,보락,KOSPI,False
003850,보령,KOSPI,False
000890,보해양조,KOSPI,False
003000,부광약품,KOSPI,False
001270,부국증권,KOSPI,False
001275,부국증권우,KOSPI,False
026940,부국철강,KOSPI,False
011390,부산산업,KOSPI,False
005030,부산주공,KOSPI,False
006740,블루산업개발,KOSPI,False
002070,비비안,KOSPI,False
100220,비상교육,KOSPI,False
090460,비에이치,KOSPI,False
005180,빙그레,KOSPI,False
003960,사조대림,KOSPI,False
008040,사조동아원,KOSPI,False
007160,사조산업,KOSPI,False
014710,사조씨푸드,KOSPI,False
006090,사조오양,KOSPI,False
062040,산일전기,KOSPI,False
001470,삼부토건,KOSPI,False
028050,삼성E&A,KOSPI,True
448730,삼성FN리츠,KOSPI,False
006400,삼성SDI,KOSPI,False
006405,삼성SDI우,KOSPI,False
006660,삼성공조,KOSPI,False
028260,삼성물산,KOSPI,False
02826K,삼성물산우B,KOSPI,False
207940,삼성바이오로직스,KOSPI,True
032830,삼성생명,KOSPI,False
018260,삼성에스디에스,KOSPI,False
0126Z0,삼성에피스홀딩스,KOSPI,False
009150,삼성전기,KOSPI,False
009155,삼성전기우,KOSPI,False
005930,삼성전자,KOSPI,False
005935,삼성전자우,KOSPI,False
001360,삼성제약,KOSPI,False
010140,삼성중공업,KOSPI,False
016360,삼성증권,KOSPI,False
068290,삼성출판사,KOSPI,False
029780,삼성카드,KOSPI,False
000810,삼성화재,KOSPI,False
000815,삼성화재우,KOSPI,False
006110,삼아알미늄,KOSPI,False
0120G0,삼양바이오팜,KOSPI,False
145990,삼양사,KOSPI,False
145995,삼양사우,KOSPI,False
003230,삼양식품,KOSPI,False
002170,삼양통상,KOSPI,False
272550,삼양패키징,KOSPI,False
000070,삼양홀딩스,KOSPI,False
003720,삼영,KOSPI,False
002810,삼영무역,KOSPI,False
005680,삼영전자,KOSPI,False
023000,삼원강재,KOSPI,False
004380,삼익THK,KOSPI,False
002450,삼익악기,KOSPI,False
004440,삼일씨엔에스,KOSPI,False
000520,삼일제약,KOSPI,False
009770,삼정펄프,KOSPI,False
005500,삼진제약,KOSPI,False
004690,삼천리,KOSPI,False
010960,삼호개발,KOSPI,False
004450,삼화왕관,KOSPI,False
009470,삼화전기,KOSPI,True
011230,삼화전자,KOSPI,False
001820,삼화콘덴서,KOSPI,False
000390,삼화페인트,KOSPI,False
001290,상상인증권,KOSPI,False
041650,상신브레이크,KOSPI,False
075180,새론오토모티브,KOSPI,False
007540,샘표,KOSPI,False
248170,샘표식품,KOSPI,False
007860,서연,KOSPI,False
200880,서연이화,KOSPI,False
017390,서울가스,KOSPI,False
031210,서울보증보험,KOSPI,False
004410,서울식품,KOSPI,False
004415,서울식품우,KOSPI,False
021050,서원,KOSPI,False
008490,서흥,KOSPI,False
007610,선도전기,KOSPI,False
136490,선진,KOSPI,False
014910,성문전자,KOSPI,False
014915,성문전자우,KOSPI,False
004980,성신양회,KOSPI,False
004985,성신양회우,KOSPI,False
011300,성안머티리얼스,KOSPI,False
000180,성창기업지주,KOSPI,False
002420,세기상사,KOSPI,False
004360,세방,KOSPI,False
004365,세방우,KOSPI,False
004490,세방전지,KOSPI,False
001430,세아베스틸지주,KOSPI,False
306200,세아제강,KOSPI,False
003030,세아제강지주,KOSPI,False
058650,세아홀딩스,KOSPI,False
013000,세우글로벌,KOSPI,False
021820,세원정공,KOSPI,False
067830,세이브존I&C,KOSPI,False
075580,세진중공업,KOSPI,False
068270,셀트리온,KOSPI,False
336370,솔루스첨단소재,KOSPI,False
33637K,솔루스첨단소재1우,KOSPI,False
33637L,솔루스첨단소재2우B,KOSPI,False
248070,솔루엠,KOSPI,True
004430,송원산업,KOSPI,False
017550,수산세보틱스,KOSPI,False
126720,수산인더스트리,KOSPI,False
053210,스카이라이프,KOSPI,False
204210,스타에스엠리츠,KOSPI,False
026890,스틱인베스트먼트,KOSPI,False
134790,시디즈,KOSPI,False
462870,시프트업,KOSPI,False
016590,신대양제지,KOSPI,False
029530,신도리코,KOSPI,False
004970,신라교역,KOSPI,False
011930,신성이엔지,KOSPI,False
004170,신세계,KOSPI,False
035510,신세계 I&C,KOSPI,False
031430,신세계인터내셔날,KOSPI,False
031440,신세계푸드,KOSPI,True
006880,신송홀딩스,KOSPI,False
005800,신영와코루,KOSPI,False
001720,신영증권,KOSPI,False
009270,신원,KOSPI,False
002700,신일전자,KOSPI,False
002870,신풍,KOSPI,False
019170,신풍제약,KOSPI,False
019175,신풍제약우,KOSPI,False
481850,신한글로벌액티브리츠,KOSPI,False
404990,신한서부티엔디리츠,KOSPI,False
293940,신한알파리츠,KOSPI,True
055550,신한지주,KOSPI,False
004080,신흥,KOSPI,False
004770,써니전자,KOSPI,False
403550,쏘카,KOSPI,False
004920,씨아이테크,KOSPI,False
112610,씨에스윈드,KOSPI,False
480370,씨케이솔루션,KOSPI,False
308170,씨티알모빌리티,KOSPI,False
008700,아남전자,KOSPI,False
090430,아모레퍼시픽,KOSPI,True
090435,아모레퍼시픽우,KOSPI,False
002790,아모레퍼시픽홀딩스,KOSPI,False
00279K,아모레퍼시픽홀딩스3우C,KOSPI,False
002795,아모레퍼시픽홀딩스우,KOSPI,False
002030,아세아,KOSPI,False
183190,아세아시멘트,KOSPI,False
002310,아세아제지,KOSPI,False
012170,아센디오,KOSPI,True
267850,아시아나IDT,KOSPI,False
020560,아시아나항공,KOSPI,False
122900,아이마켓코리아,KOSPI,False
010780,아이에스동서,KOSPI,False
031820,아이티센씨티에스,KOSPI,False
139990,아주스틸,KOSPI,False
009320,아진전자부품,KOSPI,False
001780,알루코,KOSPI,False
018250,애경산업,KOSPI,True
161000,애경케미칼,KOSPI,False
011090,에넥스,KOSPI,False
137310,에스디바이오센서,KOSPI,False
005850,에스엘,KOSPI,False
010580,에스엠벡셀,KOSPI,False
012750,에스원,KOSPI,False
023960,에쓰씨엔지니어링,KOSPI,False
298690,에어부산,KOSPI,False
140910,에이리츠,KOSPI,False
078520,에이블씨엔씨,KOSPI,False
015260,에이엔피,KOSPI,False
007460,에이프로젠,KOSPI,False
003060,에이프로젠바이오로직스,KOSPI,False
244920,에이플러스에셋,KOSPI,False
278470,에이피알,KOSPI,False
450080,에코프로머티,KOSPI,False
019490,엑시큐어하이트론,KOSPI,False
036570,엔씨소프트,KOSPI,True
085310,엔케이,KOSPI,False
900140,엘브이엠씨홀딩스,KOSPI,False
066970,엘앤에프,KOSPI,False
097520,엠씨넥스,KOSPI,False
484870,엠앤씨솔루션,KOSPI,False
014440,영보화학,KOSPI,False
111770,영원무역,KOSPI,False
009970,영원무역홀딩스,KOSPI,False
003520,영진약품,KOSPI,False
000670,영풍,KOSPI,False
012280,영화금속,KOSPI,True
012160,영흥,KOSPI,False
007310,오뚜기,KOSPI,False
002630,오리엔트바이오,KOSPI,False
271560,오리온,KOSPI,False
001800,오리온홀딩스,KOSPI,False
005320,온타이드,KOSPI,False
011690,와이투솔루션,KOSPI,False
316140,우리금융지주,KOSPI,False
006980,우성,KOSPI,False
017370,우신시스템,KOSPI,False
105840,우진,KOSPI,False
010400,우진아이엔에스,KOSPI,False
049800,우진플라임,KOSPI,False
016880,웅진,KOSPI,False
095720,웅진씽크빅,KOSPI,False
005820,원림,KOSPI,False
008600,윌비스,KOSPI,False
033270,유나이티드제약,KOSPI,False
014830,유니드,KOSPI,False
446070,유니드비티플러스,KOSPI,False
000910,유니온,KOSPI,False
047400,유니온머티리얼,KOSPI,False
011330,유니켐,KOSPI,False
077500,유니퀘스트,KOSPI,False
002920,유성기업,KOSPI,False
000700,유수홀딩스,KOSPI,False
003470,유안타증권,KOSPI,False
003475,유안타증권우,KOSPI,False
072130,유엔젤,KOSPI,False
000220,유유제약,KOSPI,False
000225,유유제약1우,KOSPI,False
000227,유유제약2우B,KOSPI,False
001200,유진투자증권,KOSPI,False
000100,유한양행,KOSPI,False
000105,유한양행우,KOSPI,False
003460,유화증권,KOSPI,False
003465,유화증권우,KOSPI,False
008730,율촌화학,KOSPI,False
008250,이건산업,KOSPI,False
025820,이구산업,KOSPI,False
214320,이노션,KOSPI,True
088260,이리츠코크렙,KOSPI,False
139480,이마트,KOSPI,False
457190,이수스페셜티케미컬,KOSPI,False
007660,이수페타시스,KOSPI,False
005950,이수화학,KOSPI,False
015020,이스타코,KOSPI,False
074610,이엔플러스,KOSPI,False
102460,이연제약,KOSPI,False
084680,이월드,KOSPI,False
350520,이지스레지던스리츠,KOSPI,False
334890,이지스밸류플러스리츠,KOSPI,False
000760,이화산업,KOSPI,False
014990,인디에프,KOSPI,False
101140,인바이오젠,KOSPI,False
006490,인스코비,KOSPI,False
023800,인지컨트롤스,KOSPI,False
034590,인천도시가스,KOSPI,False
129260,인터지스,KOSPI,False
023810,인팩,KOSPI,False
249420,일동제약,KOSPI,False
000230,일동홀딩스,KOSPI,False
013360,일성건설,KOSPI,False
003120,일성아이에스,KOSPI,False
003200,일신방직,KOSPI,False
007110,일신석재,KOSPI,False
007570,일양약품,KOSPI,False
007575,일양약품우,KOSPI,False
008500,일정실업,KOSPI,False
081000,일진다이아,KOSPI,False
020760,일진디스플,KOSPI,False
103590,일진전기,KOSPI,False
271940,일진하이솔루스,KOSPI,False
015860,일진홀딩스,KOSPI,False
226320,잇츠한불,KOSPI,False
317400,자이에스앤디,KOSPI,False
033240,자화전자,KOSPI,False
000950,전방,KOSPI,False
079900,전진건설로봇,KOSPI,False
348950,제이알글로벌리츠,KOSPI,False
194370,제이에스코퍼레이션,KOSPI,False
030000,제일기획,KOSPI,False
271980,제일약품,KOSPI,False
001560,제일연마,KOSPI,False
002620,제일파마홀딩스,KOSPI,False
006220,제주은행,KOSPI,False
089590,제주항공,KOSPI,False
004910,조광페인트,KOSPI,False
004700,조광피혁,KOSPI,False
001550,조비,KOSPI,True
462520,조선내화,KOSPI,False
120030,조선선재,KOSPI,False
018470,조일알미늄,KOSPI,False
002600,조흥,KOSPI,False
185750,종근당,KOSPI,False
063160,종근당바이오,KOSPI,False
001630,종근당홀딩스,KOSPI,False
109070,주성코퍼레이션,KOSPI,False
044380,주연테크,KOSPI,False
